"10.2307/1571875","Structures de jeux","Xavier de la Salle","Leonardo",1,"3",1968-07-01,"pp. 309-311","10.2307/1571875","The MIT Press","fla","",""
"10.2307/1571876","Symetrie et proportion","Georges Vantongerloo","Leonardo",1,"3",1968-07-01,"pp. 313-317","10.2307/1571876","The MIT Press","fla","",""
"10.2307/1571877","Russian 'Movement' Group (From ""CMeHa"", No. 1, January, 1968)","","Leonardo",1,"3",1968-07-01,"p. 319","10.2307/1571877","The MIT Press","fla","",""
"10.2307/1571878","Terminology: Terminologie","","Leonardo",1,"3",1968-07-01,"pp. 321-323","10.2307/1571878","The MIT Press","mis","",""
"10.2307/1571879","A Defective Low-Level Vision","Peter Lloyd Jones","Leonardo",1,"3",1968-07-01,"pp. 325-330","10.2307/1571879","The MIT Press","brv","The Hidden Order of Art|Anton Ehrenzweig",""
"10.2307/1571880","","Simon Watson Taylor","Leonardo",1,"3",1968-07-01,"pp. 330-331","10.2307/1571880","The MIT Press","brv","Naissance de l'art cinétique|Frank Popper, Kinetic Art|Guy Brett, Optical and Kinetic Art|Michael Compton",""
"10.2307/1571881","Books Received","","Leonardo",1,"3",1968-07-01,"p. 331","10.2307/1571881","The MIT Press","mis","",""
"10.2307/1571882","International Opportunities for Artists: Possibilites Offertes aux Artistes a l'Etranger","","Leonardo",1,"3",1968-07-01,"pp. 333-340","10.2307/1571882","The MIT Press","mis","",""
"10.2307/1571883","Calendar of Events: Calendrier des Evenements: 1968","","Leonardo",1,"3",1968-07-01,"pp. 341-342","10.2307/1571883","The MIT Press","mis","",""
"10.2307/1571884","Leonardo for Student Teachers","John Foster","Leonardo",1,"3",1968-07-01,"p. 343","10.2307/1571884","The MIT Press","fla","",""
"10.2307/1571885","Impressed","Gyorgy Kepes","Leonardo",1,"3",1968-07-01,"p. 343","10.2307/1571885","The MIT Press","mis","",""
"10.2307/1571886","Art through the Microscope","J. F. Delafresnaye","Leonardo",1,"3",1968-07-01,"p. 343","10.2307/1571886","The MIT Press","mis","",""
"10.2307/1571887","From the U.S.S.R.","K. Ya. Kondratiev, Victor Kovda","Leonardo",1,"3",1968-07-01,"p. 343","10.2307/1571887","The MIT Press","mis","",""
"10.2307/1571888","South Asia and the Far East","Jalaluddin Ahmed","Leonardo",1,"3",1968-07-01,"pp. 343-344","10.2307/1571888","The MIT Press","mis","",""
"10.2307/1571889","Errata: Drawings as Structures and Non-Structures","L. Alcopley","Leonardo",1,"3",1968-07-01,"p. 344","10.2307/1571889","The MIT Press","fla","",""
"10.2307/1571890","From Czechoslovakia","Jaroslav Němec, Jiří Kotalík","Leonardo",1,"3",1968-07-01,"p. 344","10.2307/1571890","The MIT Press","mis","",""
"10.2307/1571891","Escape from the Present Impasse","Peter Lloyd Jones","Leonardo",1,"3",1968-07-01,"p. 344","10.2307/1571891","The MIT Press","mis","",""
"10.2307/1571892","Handsome Production","Gordon B. Washburn, Esther M. Bentley","Leonardo",1,"3",1968-07-01,"p. 344","10.2307/1571892","The MIT Press","mis","",""
"10.2307/1571893","Abducted Language","Dick Land","Leonardo",1,"3",1968-07-01,"pp. 344-345","10.2307/1571893","The MIT Press","fla","",""
"10.2307/1571894","Wide Arc of Interest","Tom George, Laverne George, Tony Besson","Leonardo",1,"3",1968-07-01,"p. 345","10.2307/1571894","The MIT Press","mis","",""
"10.2307/1571895","Unconvinced by Stochastic Painting","John H. Holloway","Leonardo",1,"3",1968-07-01,"p. 345","10.2307/1571895","The MIT Press","fla","",""
"10.2307/1571896","Human Emotions and Aesthetic Instincts Allowed","Simon Watson Taylor","Leonardo",1,"3",1968-07-01,"p. 345","10.2307/1571896","The MIT Press","fla","",""
"10.2307/1571897","Back Matter","","Leonardo",1,"3",1968-07-01,"pp. i-ii","10.2307/1571897","The MIT Press","mis","",""
"10.2307/1571898","Front Matter","","Leonardo",1,"1",1968-01-01,"pp. i-ii","10.2307/1571898","The MIT Press","mis","",""
"10.2307/1571899","Aims and Scope of Leonardo: But et Portee de Leonardo","Frank J. Malina","Leonardo",1,"1",1968-01-01,"pp. 1-2","10.2307/1571899","The MIT Press","mis","",""
"10.2307/1571900","Drawings as Structures and Non-Structures","L. Alcopley","Leonardo",1,"1",1968-01-01,"pp. 3-16","10.2307/1571900","The MIT Press","fla","","A drawing is defined as an image in which the composition of lines predominates over considerations of color. Drawings are conceived by the author as structures and non-structures, although any drawing is bound to be structural. In the drawings as non-structures, the elements of the unexpected, accidental, and automatic play a dominant role. In a drawing as a structure, any line must be deeply felt, and drawn on a surface with the conviction that it is necessary where it is placed. By surface is meant the entire picture surface which cannot be divided or separated to show merely any portion covered by lines. These drawings are considered as structures, because in them there is the arrangement of all the parts to the whole. The structure drawings are discussed under the following seven groupings: structures of things (including landscapes), structures of space, structures of the spoken, structures of signs, structures drawn to poems, dimension of time structures and structures drawn to music. The significance of size and of proportions in drawings as structures and non-structures is stressed, and special consideration is given to the largeness inherent in certain small-sized and even tiny-sized works of art. The author's minimum drawings are discussed both as single pictures and as assemblages. Three-dimensionality is shown not merely in superimposed drawings, but also in the author's vertical sky-scraper pictures and his horizontal promenade pictures, in which the dimension of time enters in the viewing of the picture by the beholder. The author emphasizes that his pictures, both drawings and paintings, differ fundamentally from the pictures by artists of ancient China and Japan, because of the entirely different conceptions of space. An attempt is made to correlate today's world view of science as a product of Western thought and the author's letterless writing. The latter is not any form of calligraphy either practiced in the orient or in abstractions by modern artists--of the West and East--who still suggest some definite meaning of letters, ideograms, or hieroglyphs. /// Un dessin se définit comme une image dans laquelle la disposition de lignes l'emporte sur les considérations de couleur. Les dessins ont été conçus par l'auteur en tant que structures et non-structures, bien que tout dessin soit obligatoirement structuré. Pour ce qui est des dessins considérés comme non-structures, les éléments tels que l'inattendu, l'accidentel et l'automatisme jouent un rôle essentiel. Dans un dessin considéré comme structure chaque ligne doit avoir été profondément sentie et dessinée sur une surface avec la conviction qu'elle doit s'y trouver nécessairement où elle est placée. On entend par surface la totalité du tableau qui ne saurait être divisée ou séparée du reste, afin de ne montrer qu'une portion de l'ensemble recouverte de lignes. Ces dessins sont dits en tant que structures parce qu'en ce qui les concerne il y a corrélation entre toutes ses parties et l'ensemble. Les dessins en tant que structures ont été classés dans les sept groupes ci-après: structures d'objets (y compris les paysages), structures de l'espace, structures de la parole, structures de signes, structures dessinées d'après des poèmes, dimension dessinees d'après structure temporelle, et structures de la musique. La signification de la dimension et des proportions des dessins considérés en tant que structures et non-structures est soulignée mise en évidence tandis qu'une considération particulière est accordée à l'espace inhérent à certaines oeuvres d'art de petites ou très petites dimensions. Les minimum dessins de l'auteur sont considérés aussi bien en tant qu'oeuvres isolées que comme des ensembles. La tri-dimensionalité est visible non seulement dans les dessins superposés mais aussi bien dans les tableaux gratte-ciels, verticales de l'auteur que ses tableaux panoramiques horizontales dans lesquels la dimension temporelle entre dans la vision de l'oeuvre par le spectateur. L'auteur insiste sur le fait que ses oeuvres, à la fois des dessins que ses peintures, sont essentiellement différents de celles réalisées par les artistes de l'ancienne Chine et du Japon, en raison de leur conception entièrement différente de l'espace. Il a tenté de faire un rapprochement entre la conception universelle, moderne de la science comme un produit de la pensée occidentale et l'écriture sans lettres de l'auteur. Cette écriture n'est pas une forme quelconque de la calligraphie pratiquée en Orient ou des abstractions réalisées par les artistes modernes--en Occident ou en Orient--qui suggèrent encore une signification définie des lettres, des idéogrammes ou des hiéroglyphes."
"10.2307/1571901","Principles of Integration I Have Found","Joop Beljon","Leonardo",1,"1",1968-01-01,"pp. 17-24","10.2307/1571901","The MIT Press","fla","","Like the constructivists I believe in objective laws governing our so-called 'works of art'. Unlike them, however, I feel sure that those laws ought not to be restricted to rules derived from geometry. For me every human phenomenon contains a complete instruction-book for my special kind of activity. In my weaker moments I tell myself how enchanting an idea it would be if my neighbours compared me with the little James Watt looking at the steam coming from his mother's tea-kettle. But, of course, I am not alone at finding myself at this starting-point. I think of, for example, Kowalski who, with his underwater explosions and other experiments is letting the forces of nature work for him. As a sculptor I am prepared to learn everything from nature, not in the way of Arp or Moore, but in the way already pointed out by Thomas d'Aquinas (imitatio naturae in operatione). But at the same time I am willing to learn from writers and entertainers, from the Bible and Shakespeare, to Eartha Kitt and Bertha von Paraboum. I may be inspired by the way the wash is hanging from a clothes line (see my: 'Shanty Town') or the way the light is playing on the streets of New York (see my: 'Homage to Sam Rodia'). Sometimes I use the simple principle of laying stones one on top of the other (see my: 'Egelstelling'). The driving force behind everything I do is, I suppose, my permanent discontent with my visual surroundings. I try to improve in the first place, of course, the things that are within my reach--for instance the several living-rooms that I have owned in my life. From creating my own environment spring the ideas for my work as a whole. In this sense architecture, sculpture, painting and design have for me become one. I am an integrationist. /// Tout comme les constructivistes, je crois aux lois objectives qui gouvernent nos prétendues 'œuvres-d'Art'. Mais contrairement à eux, je suis certain que ces lois ne devraient pas se limiter à celles dérivées de la géométrie. Quant à moi, tout phénomène humain contient un manuel complet pour le genre d'activité qui est la mienne. Dans mes moments de doute, je me dis comme ce serait merveilleux si mes contemporains pouvaient me comparer au jeune James Watt regardant la vapeur s'échapper de la bouilloire de sa maman. Mais, bien sûr, je ne suis pas le seul à me trouver à ce point de départ. Je pense, par exemple, à Kowalski qui dans ses explosions sous-marines et ses autres expériences laisse aux forces de la Nature le soin de travailler pour lui. Comme sculpteur, je suis prêt à accepter tout ce que m'enseigne la Nature, non pas dans le même sens qu'Arp ou Moore, mais de la manière qu'évoquait déjà St Thomas d'Aquib (imitatio naturae in operatione). Néanmoins, je désire tout autant m'instruire grâce à ce qu'enseignent les écrivains et les amuseurs publics, grâce à la Bible et à Shakespeare, Eartha Kitt et Bertha von Paraboum. Je pourrais trouver mon inspiration en observant comment la lessive est accrochée sur la corde à linge (voir mon 'Shanty Town') ou encore la manière dont la lumière joue dans les rues de New York (voir mon 'Hommage à Sam Rodia'). Il m'arrive d'utiliser un principe fort simple, en disposant des pierres les unes sur les autres (comme pour mon 'Egelstelling'). La force motrice qui agit dans tout ce que je fais c'est, je le suppose, mon permanent mécontentement face à mon entourage visuel. Pour commencer, bien entendu, j'essaie d'améliorer les objets qui sont à ma portée. Par exemple, les divers intérieurs que j'ai occupés au cours de ma vie. A partir de la création du décor qui m'entoure je puise les idées dont je me sers pour l'ensemble de mon œuvre. Dans cet esprit-là, l'architecture, la sculpture, la peinture et le dessin ne forment plus pour moi qu'un seul et même tout. Je suis un intégrationniste."
"10.2307/1571902","Kinetic Painting: The Lumidyne System","Frank J. Malina","Leonardo",1,"1",1968-01-01,"pp. 25-33","10.2307/1571902","The MIT Press","fla","","The paper discusses briefly kinetic painting systems that have been devised for producing a pictorial composition on a translucent flat surface that changes with time without resorting to the projection of light through film in a darkened room. The Lumidyne system developed by the author in 1956 is described in detail. Basic principles of its design, together with variations of the system, are given as well as the method of painting used by the author. Examples of several works are shown. The picture produced by the system is considered from the point of view of real motion and of change of transparent colour with time. The need for aesthetic guide lines for the kinetic painter is stressed. The author concludes that the Lumidyne system, after ten years of experience with it, is a practical, controllable and economical artistic medium. /// L'article explique brièvement les systèmes de peinture cinétique qui ont été inventés pour produire une composition illustrée sur une surface unie et translucide. Cette composition se déroule dans le temps sans recourir à la projection de lumière à travers un film dans une chambre noire. Le système Lumidyne développé par l'auteur en 1956 est décrit en détail. Les principes de base de cette construction, avec des variations du système, sont donnés ainsi que la méthode de peinture employée par l'auteur. Des exemples de plusieurs oeuvres sont montrés. L'image produite par le système est considérée sous l'aspect d'un mouvement réel et d'un changement de couleur transparent avec le temps. L'auteur insiste sur la nécessité de directives esthétiques pour l'artiste cinétique. Après dix ans d'expérience avec le système Lumidyne, l'auteur conclut que ce système est un moyen artistique qui est pratique, contrôlable et économique."
